COMMAND_ID,EXTERNAL_RESULTCODE,EXTERNAL_RESULTDESC,INTERNAL_RESULTCODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21606"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21607"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21608"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21609"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21610"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21611"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21612"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21613"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21614"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21615"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21616"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21617"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21618"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21619"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21620"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21621"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21622"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21623"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21624"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21625"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21626"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21627"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21628"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21629"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21630"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21631"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21632"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21633"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21634"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21635"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21636"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21637"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21638"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21639"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21640"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21641"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21642"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21643"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21644"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21645"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21646"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21647"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21648"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21649"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21650"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21651"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21652"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21653"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21654"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21655"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21656"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21657"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21658"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21659"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21660"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21661"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21662"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21663"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21664"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21665"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21666"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21667"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21668"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21669"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21670"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21671"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21672"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21673"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21674"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21675"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21676"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21677"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21678"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21679"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21680"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21681"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21682"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21683"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21684"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21685"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21686"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21687"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21688"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21689"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21690"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21691"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21692"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21693"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21694"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21695"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21696"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21697"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21698"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21699"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21700"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21701"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21702"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21703"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21704"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21705"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21706"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21707"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21708"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21709"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21710"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21711"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21712"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21713"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21714"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21715"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21716"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21717"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21718"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21719"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21720"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21721"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21722"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21723"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21724"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21725"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21726"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21727"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21728"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21729"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21730"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21731"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21732"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21733"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21734"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21735"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21736"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21737"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21738"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21739"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21740"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21741"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21742"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21743"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21744"<endrec>
