APPLIED_SCENARIO,CATEGORY,ERROR_CODE,ERROR_DESCRIPTION,ERROR_DESCRIPTION_I18N_ID,LOAD_DATA_TS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"14","BTS","TC30358","When an operator queries the account balance of an organization, the ReceiverParty parameter must be empty or set to the organization to which the operator belongs if targetOrgList is specified.","",""<endrec>
"14","BTS","TC30359","The value {0} in targetOrgList is invalid. The restriction on the value varies based on the type of the initiator of the balance query operation: 1. SP operator: targetOrgList can contain only short codes of the organizations to be queried. 2. Organization operator: targetOrgList can contain only the short code of the home organization and child organizations of the organization operator.","",""<endrec>
"14","BTS","TC30360","The number of organizations to be queried has exceeded the upper limit {0}.","",""<endrec>
"14","BTS","TC30361","When an SP operator queries the balance of any organization, the targetOrgList parameter must not be set to ALL, ALLSUBSTORE, or Null.","",""<endrec>
"14","BTS","TC30362","When an SP operator queries the account balance, the ReceiverParty parameter must be set to an SP or organization.","",""<endrec>
"8","BTS","TC30363","The {0} transaction cannot be canceled.","",""<endrec>
"14","BTS","TC30364","Organization short code {0} in the TargetOrgList must be unique.","",""<endrec>
"2","BTS","TC30365","The current service cannot be performed because no reconciliation transaction is found.","",""<endrec>
"2","BTS","TC30366","Operation failed. The associated entry does not exist in the New Entries list.","",""<endrec>
"17","BTS","TC30367","The transaction does not meet the third-party authentication rules.","",""<endrec>
"17","BTS","TC30368","The specified bank information is incorrect.","",""<endrec>
"17","BTS","TC30369","A third-party system returns a transaction processing failure.","",""<endrec>
"17","BTS","TC30370","The transaction has timed out in a third-party system.","",""<endrec>
"17","BTS","TC30371","The OTP specified by the organization operator is incorrect.","",""<endrec>
"17","BTS","TC30372","The card specified by the organization operator is in an invalid state.","",""<endrec>
"17","BTS","TC30373","The MSISDN specified by the organization operator is not associated with a card number in the MFS system.","",""<endrec>
"2","BTS","TC30374","Operator {1} of {0} is the same as the current operator {2}. Operation failed.","",""<endrec>
"2","BTS","TC30375","Operation failed. During control account transfer, order {0} has already been linked to two entries.","",""<endrec>
"17","BTS","TC30376","Incorrect customer identity type.","",""<endrec>
"15.0","BTS","TC30377","The customer fee for this transaction is PKR {0}. The organization fee for this transaction is PKR {1}. Amount of requested Cash out is PKR {2}. Customer should have PKR {3} for this transaction.","",""<endrec>
"15.0","BTS","TC30378","No duplicate Euronet transactions are allowed.","",""<endrec>
"15.0","BTS","TC30379","The card number {1} and the CNIC {2} of the {0} do not belong to a same identity.","",""<endrec>
"15","BTS","TC30380","An error occurred during routing information query based on the RecipientMSISDN.","",""<endrec>
"15","BTS","TC30381","No IMT organization was found based on routing information.","",""<endrec>
"15","BTS","TC30382","Your account is being screened as part of registration. Please try again after {0}.","",""<endrec>
"17","BTS","TC30383","The AG failed to retry, and the failure cause is as follows: Not Processed.","",""<endrec>
"17","BTS","TC30384","The AG failed to retry, and the failure cause is as follows: Request Inconclusive.","",""<endrec>
"17","BTS","TC30385","Failed. The recipient account is unknown. Please review the details about the receivers and try again.","",""<endrec>
"17","BTS","TC30386","Failed. {0} is unable to process your request. Please try again.","",""<endrec>
"17","BTS","TC30387","Failed. The recipient account is unable to accept your transfer. Please contact the receiver.","",""<endrec>
"15","BTS","TC30388","The reason type failed the verification because the extra charge type for dynamically obtaining a charge is not configured.","",""<endrec>
"17","BTS","TC30389","The following message is returned when a third party queries transaction status: rejected.","",""<endrec>
"8","BTS","TC30390","Limit rule ({0}) verification fails.","",""<endrec>
"8","BTS","TC30391","Limit rule ({0}) verification fails.","",""<endrec>
"8","BTS","TC30392","Limit rule ({0}) verification fails.","",""<endrec>
"8","BTS","TC30393","Limit rule ({0}) verification fails.","",""<endrec>
"8","BTS","TC30394","Limit rule ({0}) verification fails.","",""<endrec>
"8","BTS","TC30395","Limit rule ({0}) verification fails.","",""<endrec>
"8","BTS","TC30396","Limit rule ({0}) verification fails.","",""<endrec>
"8","BTS","TC30397","Limit rule ({0}) verification fails.","",""<endrec>
"2","BTS","TC30398","Verifying the KYC information failed.","",""<endrec>
"2","BTS","TC30399","Verifying the entered KYC information failed.","",""<endrec>
"2","BTS","TC30400","Failed to create the unregistered customer because KYC information is not left blank.","",""<endrec>
"2","BTS","TC30401","The input secret code is incorrect.","",""<endrec>
"2","BTS","TC30402","The secret code does not match the regular expression {0}.","",""<endrec>
"2","BTS","TC30403","The secret code length is less than {0}.","",""<endrec>
"2","BTS","TC30404","The secret code length is greater than {0}.","",""<endrec>
"2","BTS","TC30405","The system does not support the entered currency.","",""<endrec>
"2","BTS","TC30406","The corresponding reason type does not support the entered currency.","",""<endrec>
"2","BTS","TC30407","Transaction {0} fails due to risk control.","",""<endrec>
"2","BTS","TC30408","The KYC information whose verification is supported is blank.","",""<endrec>
"2","BTS","TC30409","The KYC field whose name is {1} in the KYC group whose name is {0} does not exist in the KYC information whose verification is supported.","",""<endrec>
"2","BTS","TC30410","The account whose account type is {1} in identity {0} is not found.","",""<endrec>
"2","BTS","TC30411","No matching token application record is found.","",""<endrec>
"2","BTS","TC30412","The credit and debit parties of the convert redeeming service are different.","",""<endrec>
"2","BTS","TC30413","The requesting party is not the holder or applicant of the token.","",""<endrec>
"2","BTS","TC30414","Voucher generation fails because the number of times vouchers are generated exceeds {0}, which is the specified upper limit.","",""<endrec>
"17","BTS","TC30415","The due amount is a negative value during at-a-time payment.","",""<endrec>
"17","BTS","TC30416","The length of the LanguageCode parameter in the transaction request message exceeds the upper limit.","",""<endrec>
"2","BTS","TC30417","When a reason type is matched, the Hierarchy Level factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30418","When a reason type is matched, the Hierarchy Level factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30419","The notification channel for sending the SMS confirmation message due to the reason type {0} must be SMS.","",""<endrec>
"2","BTS","TC30420","The SMS recipient number is not configured for identity {0}.","",""<endrec>
"2","BTS","TC30421","The number of requested vouchers is greater than the maximum number of vouchers.","",""<endrec>
"2","BTS","TC30422","The voucher signature is incorrect.","",""<endrec>
"2","BTS","TC30423","The entered terminal number is incorrect.","",""<endrec>
"2","BTS","TC30424","Masked number is invalid.","",""<endrec>
"2","BTS","TC30425","The system does not support masked number.","",""<endrec>
"2","BTS","TC30426","Failed to apply for the OTC voucher.","",""<endrec>
"2","BTS","TC30427","The voucher amount does not match.","",""<endrec>
"15","BTS","TC30428","The balance of account {0} after the transaction finishes must be greater than or equal to the minimum amount set in the saving plan.","",""<endrec>
"2","BTS","TC30429","The value of Clear Date is incorrect.","",""<endrec>
"2","BTS","TC30430","Accumulator {0} does not exist or is not an entity-level one.","",""<endrec>
"2","BTS","TC30431","The accumulation entity cannot be obtained based on the accumulation role.","",""<endrec>
"2","BTS","TC30432","Period SN {0} is incorrect. Currently, only the current period 0 and the previous period -1 is supported.","",""<endrec>
"2","BTS","TC30433","Failed to request the third-party system when an airtime top-up transaction is initiated.","",""<endrec>
"14/20","BTS","TC30434","The accumulator failed to be locked. The possible cause is that the same identity is using the same transaction accumulator.","",""<endrec>
"2","BTS","TC30435","The transaction cannot be reversed.","",""<endrec>
"2","BTS","TC30436","The currency of account {0} is different from the transaction currency.","",""<endrec>
"2","BTS","TC30437","When a transaction is initiated, the specified account does not belong to the identity of {0}.","",""<endrec>
"15","BTS","TC30438","The credit and debit parties in a multi-instance Intra Account Transfer transaction must belong to the same identity.","",""<endrec>
